precio,aseos,dormitorios,superficie,plantas,codigo_postal
467000,3,1.75,2660,1,98108
385000,2,1,770,1,98177
670000,3,2.5,1800,2,98119
500000,4,2.5,2900,1,98118
352450,3,2,1430,1,98155
669888,4,2.75,2550,2,98059
405000,3,2.75,1310,1,98008
518000,3,1.5,1430,1,98007
280000,4,1,1880,1,98178
435000,3,2.5,1600,2,98029
314950,3,2,1760,1,98022
209900,2,2,1180,2,98038
630000,4,2.5,2330,2,98052
442000,4,1.5,1960,1.5,98052
340000,4,1,1140,1,98166
230000,3,1.75,1400,1,98031
495200,5,2.25,2710,1,98011
900000,4,2.5,3510,2,98075
265000,2,1,910,1,98117
489500,3,1.75,2090,1,98072
335000,3,2,1410,1,98023
585000,3,3.25,3050,2,98011
800000,4,2.25,2010,1,98118
379500,4,2.25,2120,2,98022
475000,3,1,1270,1,98008
520000,3,2,1670,1,98008
515000,4,2.5,1800,2,98075
577500,2,1,1640,1,98103
269900,3,2.25,1740,1,98031
329000,3,1,1600,1,98106
458500,3,1.5,1280,1.5,98122
890000,4,2,1480,1.5,98075
361500,4,2.5,1980,2,98038
2535000,5,3.25,3730,1,98004
325000,2,1,900,1,98034
1850000,4,3.25,3480,3,98109
945000,4,2,2840,1,98004
370000,3,2.5,2490,2,98042
320000,0,2.5,1490,2,98065
450000,2,2,1510,1,98053
800000,4,2.5,2900,2,98075
676000,3,2.5,2240,2,98117
1272500,4,1.75,2040,2,98102
290000,3,1.75,1460,1,98028
158000,3,1.5,990,1,98003
379950,4,1.75,1970,1,98133
583000,4,2.5,2660,2,98053
150000,2,1,870,1,98056
261500,3,2.5,1740,2,98042
278000,4,2.5,2290,2,98198
555000,4,2.75,2170,1,98052
355000,3,1.75,2040,1,98133
375000,4,1.5,1770,1,98008
227000,3,1.75,2380,1,98118
335000,4,2,2030,1,98022
680000,3,2.25,2270,1,98177
686500,2,1.75,1390,1.5,98105
410000,3,1.75,1530,1,98072
425000,2,1,1430,1.5,98033
562500,3,2.5,2030,1,98074
345000,4,2.5,2390,2,98056
627500,4,2.5,2540,1,98006
355000,3,1,1890,1,98024
335000,3,2.25,1870,2,98038
350000,4,3,1780,1,98118
590000,3,1,1610,1,98053
252000,3,2,1420,2,98023
1295000,5,4,4440,1,98040
705000,4,2,1820,2,98119
498000,3,2,1620,1,98052
312500,2,1,870,1,98133
260000,4,1.75,1830,1,98198
209950,3,1.5,2290,1,98042
610000,3,1.75,1110,1,98006
500000,4,1,1440,1.5,98107
850000,3,3.5,3070,1,98125
689000,4,2.5,2440,1,98006
470000,4,2,2410,2,98008
640000,3,3,2270,2,98056
290000,4,1.75,2340,1,98146
258500,3,2.5,1800,2,98003
1100000,4,3.5,2210,1,98004
420000,3,1.75,1820,1,98053
230000,3,1,1190,1,98198
252000,3,1.5,1400,1,98038
515000,3,2.5,2600,2,98028
425000,2,1,910,1,98107
575000,3,2.5,1760,2,98126
390000,2,1,860,1,98117
561500,4,2.25,2310,1,98033
1350000,4,1.75,2000,1.5,98112
835000,5,2.75,2460,1,98115
245000,2,1,1020,1.5,98168
475200,3,2.5,1670,2,98027
425000,2,1,790,1,98117
218000,2,1.5,2010,2,98178
600000,4,2.5,2600,2,98056
545000,4,2.25,1890,1,98008
2408000,5,2.5,4600,1.5,98004
460000,5,3,2008,1,98118
425000,2,1,880,1,98116
455000,3,1.75,1700,1,98006
313100,3,2,1730,1,98001
780000,4,3.5,3910,2,98027
345500,4,2.5,2160,2,98031
243000,3,1.75,1200,1,98031
670000,5,3.5,3860,1,98034
325000,3,1.5,1320,1,98019
281000,2,1,1280,1,98178
130000,3,1,1100,1,98108
340000,3,2.5,2170,2,98038
485000,4,2.75,2720,2,98059
642860,4,2.75,2520,2,98072
747000,3,1.75,2560,1,98112
559950,4,2.5,2650,2,98133
577288,4,2.75,2870,2,98108
575000,2,1,1230,1.5,98117
287000,3,1,1450,1,98118
1149000,4,3.75,3180,2,98033
335000,2,1,1800,1,98168
375000,4,2.25,2020,2,98056
325000,2,1,620,1,98125
530000,3,2.25,2190,1,98059
287000,4,2.25,1980,1,98032
320000,5,3,2970,1,98023
425000,4,2.5,2270,2,98065
550000,3,1,1630,1,98117
135000,3,1,1520,1,98023
695000,3,1.75,2080,1.5,98144
975000,5,2.5,3020,1,98006
210000,4,1.75,2180,1,98198
518000,4,1.75,1780,1,98125
335500,3,1,1370,2,98125
750000,4,3.5,3050,2,98126
515000,3,1.75,1490,1,98006
344500,4,2.75,1800,1,98055
470000,3,1.5,1760,1,98118
606150,4,1.75,1770,1,98008
292000,4,2.75,2910,1,98002
450000,3,2.5,2880,2,98092
429000,3,1.75,2520,1,98126
765000,4,2.5,3190,2,98053
425000,2,1,540,1,98107
505000,4,2.5,3170,2,98059
544950,3,1.75,1830,1,98008
382000,3,2,1360,1.5,98126
475000,3,1.75,1870,2,98014
355000,3,1.5,1370,2,98034
410000,4,2.5,1700,1,98034
450000,4,2,1960,1,98144
565000,7,4.5,4140,1,98125
529100,2,1,1290,1.5,98115
452500,4,2.5,2460,2,98065
245000,4,2,1580,1,98003
415000,1,1,700,1,98117
610000,4,2.5,2410,2,98074
363500,4,1.75,2180,1,98178
510000,3,2.75,1950,1,98052
650000,4,2.5,2630,2,98053
290000,4,2.5,2050,2,98058
170000,3,1,790,1,98178
510000,2,1,1070,1,98122
2280000,7,8,13540,3,98053
316000,4,2.5,2320,2,98003
690000,4,2.5,2670,2,98029
199950,2,1,700,1,98056
207000,3,1,860,1,98178
449950,4,2.25,3490,1.5,98058
361550,3,1.75,1160,1,98059
824000,4,3.5,3650,2,98077
537000,3,1.75,1550,1,98008
838400,4,2.5,2620,2.5,98040
225000,2,1,720,1,98126
329900,3,2,1380,1,98106
282500,4,1,1170,1,98065
229950,3,1.75,1170,1,98042
500000,2,1,1630,1,98125
495000,3,1.75,1890,1,98125
149500,3,1,1010,1,98198
726000,3,2.5,2040,1,98005
899000,4,2.5,4080,2,98075
317000,3,1,1270,1,98056
395000,1,1,790,1,98199
360000,4,3,2580,2,98058
570000,4,2.5,2290,2,98029
320000,4,2.5,3490,2,98042
320000,3,1.75,1510,1.5,98058
268000,5,2.5,2400,2,98042
191000,2,1,900,1,98108
400000,2,1,1270,1,98126
515000,2,1,1050,1,98107
610000,4,2.5,2950,2,98065
538000,2,1.75,1850,1,98115
432000,3,2.5,1970,2,98065
335000,4,2.25,2400,2,98055
302000,5,1.75,2360,1.5,98133
787500,4,1.75,1580,1,98039
420000,3,1,1790,1,98133
560000,3,2.5,2840,2,98014
535000,3,2.5,1970,2,98029
310000,3,2.5,1780,1,98106
760000,5,2,3920,1.5,98144
242500,3,1.75,1550,2,98055
1313000,6,3,2980,1.5,98119
235000,3,1,1270,1,98055
598780,4,2.25,3040,1,98007
433200,3,2.5,2075,2,98045
343000,2,1,1110,1,98056
145000,2,1,800,1,98033
291970,1,1,680,1,98058
599950,3,1,1680,1,98146
1749000,4,2.5,3910,1.5,98004
870000,4,1.75,2780,1,98004
323000,4,2.75,2000,2,98038
727000,4,3,3150,2,98075
166000,1,1,1120,1,98001
450000,4,1.75,1740,1,98155
400000,3,2.5,2970,1,98072
599000,3,2.5,2970,1,98072
165000,3,1,1150,1,98001
229000,2,1,1190,1,98168
305000,1,1,900,1,98155
930000,3,3.25,2950,2,98116
542000,3,2.5,1990,1,98007
214000,3,1,1020,1,98010
718000,3,2.5,2070,2,98033
349000,3,2.5,1430,3,98103
305000,3,2.5,2030,2,98031
498000,3,2.5,1620,2,98122
799950,4,3.5,4220,2,98092
737000,3,2.5,2300,2,98052
860000,4,3.25,3830,2,98075
339950,3,2.5,2390,1,98042
249000,3,2.25,1440,1,98031
370000,2,1,910,1,98126
725000,3,2,1550,1,98040
529000,5,2.5,2380,1,98059
310000,4,2.75,2060,1,98198
315000,4,2.25,1880,2,98058
1300000,4,2.5,3470,2,98119
435000,3,2,2360,2,98059
350000,3,1.75,1970,1,98056
240000,3,1,1040,1,98055
410000,3,2.25,1420,2,98116
430000,4,2.75,2290,2,98059
446000,4,2.5,1530,1,98034
240000,3,1.5,1360,1.5,98045
595000,4,3,3680,1.5,98027
215150,3,1,920,1,98042
319950,2,1,1070,1,98178
385000,3,2,1590,2,98070
280000,3,2.5,1600,2,98042
399950,3,2.5,1510,1,98034
132500,3,1,1080,1,98001
399950,2,0.75,1330,1,98126
290000,2,1,850,1,98133
860000,5,2.25,1960,1,98004
3100000,6,4.25,6980,3,98040
245000,4,1,1530,1.5,98178
255000,3,1.5,1320,1,98178
310000,4,3,2320,2,98155
299000,3,1,960,1,98155
575000,4,2.5,2040,2,98029
284000,3,1,1080,1,98133
840000,3,1.75,2020,1,98115
442573,3,1.75,1780,1,98034
560000,3,1,1140,1,98115
485000,3,2,1610,1,98136
472500,4,1.75,1440,1,98033
1610000,4,2.75,4270,2,98004
808000,8,3.75,3460,2,98105
398000,3,1.75,1890,1.5,98011
340000,3,2.5,2240,2,98059
380000,2,1,760,1.5,98108
235000,3,1,1020,1,98168
400000,3,1.5,1330,1,98034
582000,5,2.5,2780,1,98006
209000,2,1,1070,1,98168
335000,5,3,2660,1.5,98058
285950,2,1,710,1,98146
645000,5,2.25,3340,2,98027
312000,2,1,1160,1.5,98014
663000,3,2.25,2840,1,98075
443950,3,1.75,2000,1,98056
315000,3,2,1060,1,98126
302200,4,1.5,1730,1,98058
770000,3,2.5,2190,2,98033
374950,4,1.75,1660,1,98058
330000,3,2.5,2210,2,98023
230000,2,1,870,1,98106
967000,4,2.5,3100,2,98115
536500,4,2.5,1720,2,98144
315000,6,4,3120,2,98106
626000,3,1,1040,1,98117
334009,4,2,1650,1,98034
429000,2,1,1010,1,98107
818000,4,2.5,4020,2,98072
326000,5,2.75,2166,2,98042
310000,5,3,1880,1,98106
525000,4,2,2260,1,98177
350000,3,2.25,2010,1.5,98055
936000,4,2.5,3330,2,98074
226000,3,1,1520,1,98166
1250000,5,3.5,3510,2,98105
428000,3,1.75,1580,1,98022
329932,3,1.5,1460,1,98133
539000,3,1.5,1460,1,98133
275000,3,1.75,1650,1,98023
590000,4,2.5,2660,2,98045
782000,4,2.5,3510,2,98053
575000,4,2.5,2120,2,98027
509000,3,2.25,1780,2,98133
290000,4,2.5,2000,1,98001
305240,3,1,1300,1,98133
555000,3,2,2180,1.5,98126
317000,3,2,1790,1,98058
430000,3,2,1910,1.5,98074
850000,2,1.5,1800,1,98116
469000,3,2.25,2620,1,98155
327200,2,2,1440,1,98168
835000,3,3,2790,2,98198
360000,4,2.5,2340,2,98042
372000,4,2.5,2070,2,98178
453000,3,1,2160,1.5,98034
275000,2,1.75,2090,1,98188
475000,4,2.5,2040,2,98133
310000,4,2.75,1950,1,98031
173000,4,2,1200,1,98188
313500,5,3,2240,1,98045
345000,3,2.5,1360,2,98126
436000,3,1.5,1500,1,98177
244500,2,1.75,1300,1,98168
206000,3,1.75,1140,1,98001
890000,4,2.5,2930,2,98052
329950,4,2.25,2140,2,98092
250000,3,1.75,1628,1,98092
246000,3,2,1990,1,98022
440000,3,1.75,1950,1,98072
395000,4,1.75,1910,1,98072
305000,3,1,820,1,98118
160000,3,2.25,1470,1,98003
269000,3,2.25,1470,1,98003
169500,3,1,1060,1,98023
690500,4,2.75,3130,2,98155
245560,2,1.5,1260,1,98177
345000,4,2.75,2200,2,98023
383000,4,1.75,2580,1,98056
388500,3,2.25,1350,2,98144
250000,3,1.75,1350,1,98003
455500,3,1.75,2290,1,98042
672000,3,1,1220,1,98004
550000,4,1.5,2750,1,98055
487000,3,1.75,1430,1,98008
291375,4,2.5,2220,2,98059
225000,3,1,1490,1,98133
519950,5,3.5,2440,2,98075
250000,3,2.5,2070,2,98002
614950,3,1,1500,1.5,98119
599500,4,2.25,2020,2,98052
625000,4,1.5,2190,1,98177
248500,2,1,780,1,98168
469950,5,2,1220,1,98105
525000,3,1.5,1840,1,98033
787500,2,2.5,2390,2,98146
485000,4,2.5,3710,1,98001
310000,2,1,750,1,98118
280000,5,2,2110,1,98118
200000,4,1,1020,1.5,98072
490000,3,2.5,3080,2,98055
146000,3,1,900,1,98023
500000,5,3,3720,2,98001
242500,3,1,940,1,98058
324950,3,1,1040,1,98125
231500,2,1,1000,1,98056
300000,3,2.5,2080,2,98023
545000,4,2.5,2500,2,98045
350000,3,1,1050,1,98133
467100,3,1.75,1620,1,98052
180000,3,1,1610,1.5,98032
749000,4,1.5,2130,2,98144
245000,3,2.5,1460,2,98023
260000,5,1,1600,1,98031
490000,3,3,1730,3,98117
565000,4,2.5,2280,2,98075
330000,4,2.25,2430,2,98058
295000,3,1,1380,1,98056
725000,3,1.5,1790,1.5,98115
1135000,4,2.5,3370,2,98007
680000,3,2.25,2920,1,98177
490000,2,1,2180,1,98177
635000,3,1.75,1480,1.5,98117
750000,3,2.5,2350,1.5,98022
330000,4,2.25,2440,2,98023
270000,3,2.5,1350,2,98106
340000,3,2.25,1970,2,98056
413252,3,0.75,1110,1,98117
600000,4,2.75,2950,2,98028
726888,5,3,2970,2,98075
285000,2,1,720,1,98126
365000,2,1,770,1,98117
295000,4,2,1650,1,98133
460000,3,2.25,1620,1,98034
230000,3,1.5,1510,1.5,98198
337000,3,1,1070,1,98125
300000,3,1,1010,1,98133
2300000,4,2.5,3370,1,98112
360000,4,2.5,2000,2,98038
585000,3,2.5,2060,2,98029
182700,3,2.25,1740,1,98023
305000,3,2.25,1740,1,98023
309950,3,2.5,1880,2,98055
550000,3,1,960,1,98033
825000,3,2.5,3280,1,98074
998500,2,1,1570,1.5,98122
644500,4,2.5,2990,2,98074
320000,3,2,1250,1,98059
266950,3,2.5,1920,2,98042
633100,4,2.5,2470,2,98053
395000,2,1,960,1,98103
259250,3,1,940,1,98103
300000,3,1,1260,1,98014
413000,3,1.75,2280,1,98092
435000,3,2.25,1740,1,98177
500000,4,2.75,2630,1,98072
402000,4,1.75,2430,1,98108
777700,3,2.5,2260,1.5,98070
580000,2,1.5,1220,1,98103
570000,3,1.75,2580,1,98072
174950,2,1,730,1,98198
300000,2,1,760,1,98144
435000,3,1.5,1740,1,98133
840000,4,2.5,3420,2,98074
469000,5,2.5,2240,1,98177
870000,4,1.75,1920,2,98119
532000,4,1.75,2020,1,98052
455000,4,1.5,1880,1,98177
201000,3,1,1010,1,98019
649000,5,3.25,3990,2,98042
445500,2,1.75,1390,1,98115
475000,3,2,1230,1,98052
590000,4,2.5,2940,2,98077
565000,4,1.5,2190,2,98136
110000,1,1,640,1,98126
375000,3,2.5,1670,1,98126
255000,3,1.5,1240,1,98058
315000,5,1.75,1850,1.5,98168
496600,4,2.25,2020,1,98006
380000,3,1,1020,1,98118
338950,3,1.75,1610,1,98042
542500,5,3.5,2730,1,98027
739000,5,2.5,2840,1,98144
549000,4,1.75,1290,2,98103
252000,3,2.25,1670,1,98031
1698888,4,4.5,3860,2,98006
735000,4,1.75,2460,1.5,98115
270000,4,2.5,1660,1,98198
2250000,3,2.5,3420,1,98112
155000,2,1,1010,1.5,98014
469000,4,2.5,2240,1,98108
305000,4,2.25,2340,2,98118
675000,3,1.75,1920,1,98107
931000,3,2.5,2460,1.5,98109
385000,3,1,1470,1,98155
815000,3,2.5,3400,2,98075
531000,3,2.25,1910,1,98034
386500,4,1,1400,1,98144
475580,3,1.75,1520,1,98074
358000,2,1,930,1,98133
677500,5,1,2340,2,98116
868500,3,2.5,2920,3,98056
599380,3,1.75,1270,1,98005
712000,4,2.25,2450,1,98074
350000,5,1.75,1380,1,98106
875000,4,2,2520,1,98103
365000,3,2.25,2290,2,98058
452000,4,2,1660,1,98126
915000,3,2.75,2800,1,98004
482500,3,2.5,1690,2,98053
425000,3,1,1180,1.5,98133
460000,2,1.75,1390,1,98105
666570,4,2,2320,1.5,98118
390000,3,2.25,2270,1,98042
650000,4,1.75,2640,1,98008
305000,3,2,1680,1,98022
250000,3,1,990,1,98146
438800,4,2.5,2770,2,98058
290000,2,1,950,1,98118
324950,4,2,2160,2,98055
453000,3,2.5,1650,2,98107
556000,3,1,1800,1.5,98117
315000,3,2,1660,1,98045
445830,3,2.5,1870,2,98011
1260000,3,3.5,3220,2,98116
287200,3,3,1850,1,98038
525000,4,1.5,1580,1.5,98115
1135000,4,4.25,4590,2,98033
381000,3,1.75,2700,1,98059
360000,3,1.75,1020,1.5,98155
619000,5,3.5,2950,3,98144
535000,2,1.75,1780,1,98038
402000,2,1,710,1,98117
600000,4,3.5,4300,2,98058
549950,3,2.5,2080,1,98166
300000,4,2,2360,1,98178
360000,6,2,2210,2,98059
419000,7,3.25,4340,2,98106
510000,3,3,1320,3,98117
319950,3,2.5,1980,2,98022
1180000,5,5,3960,2,98038
381000,4,2.5,2130,2,98058
256900,3,2.5,1720,2,98031
346000,5,1,1790,1,98030
465000,2,2.25,1390,3,98052
545000,3,2,1900,1,98027
516000,2,1.75,1640,1,98115
550000,4,2.5,2700,1,98136
339950,4,2.25,2200,2,98042
417000,3,1,1310,1,98133
906000,4,2.5,2480,1,98105
980000,4,2.25,3010,2,98040
555000,4,2.5,2450,2,98056
468000,2,1.75,1250,1,98033
378000,3,1.75,2610,1,98022
430000,4,2.5,2010,1.5,98059
730100,4,2.5,3120,2,98027
219000,4,1.5,1370,1.5,98198
570000,3,2.5,2420,1,98074
262500,4,2.75,1500,1,98032
525000,5,2.5,2630,2,98019
520000,2,1,950,1,98117
417400,3,3,2680,1,98055
788000,4,3.25,3680,2,98027
320000,3,1,1270,1,98056
950000,6,1,2330,1.5,98117
255000,3,1,960,1,98155
260000,4,2.5,1990,2,98023
394000,3,1,1450,1,98126
575000,4,2.5,2280,2,98072
1250000,4,2.25,1830,2,98112
385000,3,2.25,1650,1,98011
456000,5,2.75,2720,1,98092
637000,4,2.5,1710,1,98115
485000,5,1.5,1420,1,98008
315275,3,1.75,1440,1,98125
252500,2,1.5,1280,1,98058
240000,2,1,1320,1,98027
790000,4,2.5,2560,1,98115
310000,3,1,1480,1,98133
1250000,4,2.5,2960,2,98146
425000,2,1,1160,1,98126
548000,3,2.5,2110,2,98072
379880,3,2.5,1650,1,98027
530000,3,2.5,1950,2,98074
695000,3,2.25,2600,1.5,98027
435000,3,1,1270,1.5,98126
540000,3,1.75,1300,1,98053
425000,3,2.25,1790,1,98072
490000,3,2.5,1930,2,98125
220000,4,1,1200,1.5,98106
540000,4,2.5,2050,2,98034
670000,3,1,1710,1,98105
667500,3,1.75,2130,1,98004
585000,3,3.5,1700,2,98116
225000,3,1.5,1390,1,98014
375000,3,1,1230,1,98006
335000,3,2,1490,1,98177
680000,5,3.25,2440,2,98155
600000,3,1,970,1,98112
161000,4,2,1700,1,98168
220000,4,2,1700,1,98168
420000,3,1.75,1720,1.5,98019
710000,3,1,1400,1.5,98119
626000,4,2.5,2570,1,98117
279500,3,1.5,1200,1,98146
1610000,4,3.5,4390,2,98040
325000,2,1,1080,1,98106
380000,4,2.25,1860,1,98058
470000,4,2.75,2150,1,98011
363000,4,3,2250,2,98058
245000,4,2.25,2050,2,98023
525000,3,1,1010,1,98102
1700000,5,3.5,5850,2,98004
658500,4,2.25,1900,1,98199
680000,2,1,1020,1,98136
835000,4,2,3390,2,98077
595000,4,2.5,1990,2,98107
419000,4,2.5,3190,2,98038
198900,2,1,1210,1,98042
1085000,4,3.25,3740,1,98077
500000,3,3.5,2150,2,98074
575000,4,1.75,2440,1,98177
324950,2,1.5,1230,3,98125
259000,3,2.5,2740,2,98168
551000,2,2,2260,1,98011
488000,2,1.5,1000,1,98103
635000,4,2.25,2350,2,98053
395000,3,2.5,2300,2,98031
370000,3,1,1440,1.5,98155
675000,4,3,2780,1.5,98116
402000,3,1,1200,1,98133
825000,3,2.75,3040,2,98034
579000,3,2.75,2660,1,98038
455000,5,2,1510,2,98122
265000,3,2.5,1780,2,98092
713500,5,2.75,2920,1,98006
240000,3,1,1550,1,98056
570000,4,3,2710,2.5,98022
243800,3,1,1140,1,98027
543000,2,1,940,1,98103
1010000,3,2.25,2160,2,98112
625000,4,2.25,2470,2,98075
459950,4,2.5,2800,2,98038
370000,4,2.75,2420,1,98038
150000,4,2,1460,1,98178
683500,3,1.5,1820,1.5,98119
499950,3,2.5,1520,2,98119
255000,2,1,1320,1,98108
279000,3,2.5,1920,2,98031
910000,5,3,2640,2,98115
699000,4,2.5,2650,2,98125
1651000,4,3.25,3640,1,98039
248000,3,1,1420,1,98030
429000,3,1,1540,1,98001
685000,4,1,1550,1.5,98166
316000,2,1,730,1,98126
410000,2,1,2020,1,98118
299000,3,1,1200,1,98045
559000,2,1,1240,1,98126
575000,3,2.25,2680,2,98027
602000,3,2.5,1640,2,98122
492000,4,2,1640,2,98107
293500,3,2.5,1610,2,98038
481000,3,2.75,2290,1,98056
311100,4,2.25,2130,1,98055
375000,3,1.75,2140,1.5,98014
1075000,3,3,4020,1.5,98045
500000,5,2.5,2030,1,98052
553000,3,1,1380,1,98136
760000,3,2,1780,1,98103
589500,4,1.5,1440,1,98136
840000,5,2.75,2790,1,98115
2546000,4,3,4190,2.5,98112
1275000,3,2.5,3870,2,98008
260000,3,2.5,1850,1,98058
430000,3,2.25,1550,3,98103
781000,3,2.5,1920,3,98103
280000,2,1,790,1,98106
392000,5,2.25,3740,1.5,98198
466200,3,1.5,1340,1,98008
641000,3,1.75,1620,1,98117
350000,3,1,1680,1,98117
450000,3,2,1610,2,98029
1800000,4,3.5,4460,1,98039
185000,3,1.5,1200,2,98055
290000,2,1,1250,1,98056
964000,3,2.5,3630,2,98074
2000000,4,3,4260,2,98040
545000,3,2.5,2180,1,98075
609950,3,2.25,1760,1,98033
605000,4,2,1820,1,98103
550000,4,2.5,2120,1,98006
905000,4,2.75,2730,2,98199
384200,3,2.5,2430,2,98058
370000,3,1,1170,1,98126
717500,3,1,2090,1.5,98199
1999000,4,3.25,3910,2,98199
365500,2,1,1140,1,98177
580000,2,1.5,1460,1.5,98115
415000,4,1.5,2700,1.5,98022
272000,2,1,670,1,98126
600000,3,1.75,1880,1,98115
744000,4,3,1980,2.5,98136
830000,3,3,2080,1.5,98034
322000,3,3.25,1380,3,98133
270000,3,2.5,1808,1,98001
272450,3,1,1350,1.5,98188
605000,3,3,1760,2,98107
510000,3,1.75,1950,1,98011
1125000,4,3.5,3170,2,98112
1688000,4,2.5,3000,2,98105
162000,4,1,1460,1,98010
337500,3,1.75,1350,1,98198
312000,3,2.25,1470,1,98055
740000,4,3,3350,2,98010
700000,4,3,3350,2,98010
328000,4,1,1360,1,98133
241000,3,1,1020,1,98032
265000,3,2.25,1840,1,98031
246000,5,1.75,2030,1,98002
271000,4,1.75,1490,1,98146
270000,2,1,2060,1,98168
395000,4,2,2240,1.5,98125
340000,3,2,1460,1,98118
340000,3,1.75,2140,1,98146
335000,2,2.25,1420,2,98106
435000,2,1,1060,1.5,98105
527950,4,1.75,1760,1,98103
600000,2,2.25,2320,2,98070
667000,3,1.75,1770,1,98117
1148000,10,5.25,4590,1,98004
417000,3,2.5,2040,2,98055
451000,4,1.75,1260,1,98027
580000,2,1,1650,1,98199
570000,4,2.25,2380,2,98077
750000,5,3.25,2750,2,98033
685000,3,2.5,2810,2,98006
275000,3,2,1340,1,98052
739888,3,2.5,2420,2,98075
715000,2,2.5,2160,1,98053
800000,4,2,2450,1,98102
350000,3,1.5,1870,1,98108
220000,3,1,1000,1,98022
452500,3,2.5,2240,2,98065
280000,4,2.5,2200,2,98042
248000,1,1,790,1,98118
305000,2,1,890,1,98115
435010,3,1,1270,1,98106
678100,3,1.75,1850,1.5,98116
325000,3,2.25,1352,3,98125
529950,3,2,1540,1,98052
440000,3,1.75,1640,1,98155
585000,3,1,1350,1.5,98116
462608,3,2.5,2010,2,98029
350500,3,1.75,2080,1,98166
210000,3,1,1040,1,98003
510000,3,2.5,1890,2,98029
280000,3,2.25,1810,1,98056
385000,3,1.75,1930,1,98155
349000,3,1,1010,1,98155
252000,3,2.25,1740,1,98031
1100000,4,2.5,2910,2,98199
375000,3,2.25,1330,2,98034
336000,4,2.25,2210,2,98032
732000,3,3.75,2670,2.5,98126
200000,2,1,1000,1,98168
681716,4,2.5,3150,2,98056
235000,3,1.75,1520,1,98010
257500,3,1,1690,1,98148
315000,3,1,1070,1,98028
299950,3,1,910,1,98177
530000,4,2.25,2130,1,98034
766500,2,1.75,2230,1,98105
860000,4,2.5,3560,1,98004
690000,3,2.5,2590,2,98126
551000,4,1.75,2040,1,98103
530000,3,2.75,2100,1,98034
568000,3,1,1340,1.5,98125
749950,3,2.5,2770,2,98008
535000,3,2.5,2400,1,98074
234300,3,1,1140,1,98055
190000,2,1,930,1,98178
525000,4,1.75,1820,1,98007
610000,4,1,1390,1.5,98117
520000,3,2.5,1480,3,98144
375000,2,1,760,1,98199
600000,3,1.75,1580,1,98005
664000,4,2.5,1870,1,98033
698000,2,1,1510,1,98103
418000,3,2,1250,3,98107
271675,3,1.75,2140,1,98092
450000,3,1,1540,1,98033
759000,3,2.25,2950,1.5,98075
599950,6,3,2020,1,98105
810000,4,2.75,2820,1.5,98199
331292,3,1.75,1660,1,98019
348000,3,1.75,1830,1,98144
435000,2,1,720,1,98116
530000,3,2.5,2160,2,98133
227000,3,1.75,1510,2,98001
285000,3,1.5,1870,1,98168
740000,4,2.25,2860,1,98005
246000,3,1,990,1.5,98146
260000,3,1,1910,1,98168
366000,3,2,1350,1,98074
594950,4,3.25,2557,2,98118
608000,3,2.75,2610,2,98107
313100,3,2,1720,1,98056
185000,3,1.75,1170,1,98023
455000,2,1,1140,1,98118
235000,3,2.5,2350,1,98023
230000,3,1,1020,1,98058
770000,4,2.25,2730,1,98116
240000,4,2.25,1830,2,98030
461000,3,2.5,1690,2,98053
1580000,4,2.5,2900,1,98040
1822500,4,4.5,6380,2,98029
452000,3,2.5,1690,2,98053
765000,4,2.5,2660,2,98029
1050000,4,4,4550,1,98075
546000,3,3,1530,1,98033
781000,3,2.5,2070,1.5,98115
538000,4,1.75,1880,1,98008
790000,4,2.5,2240,1,98033
696500,4,2.75,2540,1.5,98103
276000,3,2,1370,1,98003
269000,2,1,770,1,98155
2415000,5,4.75,7880,2,98177
829000,4,2.75,2970,1,98075
122000,2,1,740,1,98126
352500,3,1.5,1360,1,98133
249000,4,2,1280,1,98058
360000,4,2,1920,1,98155
629500,3,2,2020,1,98075
1140000,4,2.25,3310,2,98072
1550000,2,2.25,2950,1,98039
275000,3,1.5,1320,1,98056
697000,4,2.5,3160,2,98074
379500,2,1,1640,1,98053
720000,3,2.75,2440,1,98072
675000,4,2.5,3000,2,98059
1169000,5,2.5,2810,2.5,98109
1100000,3,2,2390,2,98115
520000,4,1,2080,1.5,98136
415000,3,1.75,2650,1.5,98155
415000,3,2.5,1060,2,98117
450000,3,2.25,1940,1,98166
485000,2,1,1080,1,98115
294000,3,2.25,1700,2,98042
1037000,4,3.5,4440,2,98059
690000,3,1,1580,2,98102
716500,5,2.75,3630,2,98058
481000,2,2.25,1290,3,98107
575000,4,2.75,1960,1,98118
785000,3,2,2090,1.5,98112
480000,3,1.75,1960,1,98059
720000,3,2.25,2120,2,98006
536000,3,2.75,2290,2,98042
324900,4,2.5,1880,2,98038
265000,2,1,770,1,98106
545000,3,2.5,1530,1.5,98117
465000,2,1.5,1450,1,98133
292500,3,2.25,1690,2,98198
860000,4,1.75,1880,1.5,98109
1045000,4,3.25,4160,2,98072
495000,4,2.5,2140,2,98133
342000,2,2,1320,3,98125
320000,4,2.5,2000,2,98038
444000,3,2,1460,2,98103
804100,4,2.5,3070,2,98059
432000,3,2.5,1660,1,98075
230000,6,1.5,1810,1.5,98055
935000,4,3.5,3510,2,98059
634950,3,3,2180,1.5,98117
780000,6,4,3300,1,98115
611000,4,2.5,2460,2,98074
475999,4,1.75,1880,1.5,98107
565000,3,2,2290,1,98008
630000,4,2.5,2290,2,98177
